 
../data/Freescale2.mtx,1,static,1
6755,,cpu_core/L1-dcache-load-misses/u,27964881,100.00,0.01,of all L1-dcache accesses
<not counted>,,cpu_atom/LLC-loads/u,0,0.00,,
773,,cpu_core/LLC-loads/u,27964881,100.00,,
<not counted>,,cpu_atom/LLC-misses/u,0,0.00,,
168,,cpu_core/LLC-misses/u,27964881,100.00,21.73,of all LL-cache accesses
./spmv_benchmark: Interrupt
0,,cpu_atom/L1-dcache-loads/u,54401,0.00,,
143994381,,cpu_core/L1-dcache-loads/u,32793571,99.00,,
<not supported>,,cpu_atom/L1-dcache-load-misses/u,0,100.00,,
7687,,cpu_core/L1-dcache-load-misses/u,32793571,99.00,0.01,of all L1-dcache accesses
0,,cpu_atom/LLC-loads/u,54401,0.00,,
709,,cpu_core/LLC-loads/u,32793571,99.00,,
0,,cpu_atom/LLC-misses/u,54401,0.00,,
183,,cpu_core/LLC-misses/u,32793571,99.00,25.81,of all LL-cache accesses
./spmv_benchmark: Interrupt
1978977,,cpu_atom/L1-dcache-loads/u,344904,1.00,,
125437618,,cpu_core/L1-dcache-loads/u,28520747,98.00,,
<not supported>,,cpu_atom/L1-dcache-load-misses/u,0,100.00,,
6618,,cpu_core/L1-dcache-load-misses/u,28520747,98.00,0.01,of all L1-dcache accesses
31217,,cpu_atom/LLC-loads/u,344904,1.00,,
860,,cpu_core/LLC-loads/u,28520747,98.00,,
0,,cpu_atom/LLC-misses/u,344904,1.00,,
70,,cpu_core/LLC-misses/u,28520747,98.00,8.14,of all LL-cache accesses
./spmv_benchmark: Interrupt
<not counted>,,cpu_atom/L1-dcache-loads/u,0,0.00,,
116660039,,cpu_core/L1-dcache-loads/u,28708036,100.00,,
<not supported>,,cpu_atom/L1-dcache-load-misses/u,0,100.00,,
7190,,cpu_core/L1-dcache-load-misses/u,28708036,100.00,0.01,of all L1-dcache accesses
<not counted>,,cpu_atom/LLC-loads/u,0,0.00,,
635,,cpu_core/LLC-loads/u,28708036,100.00,,
<not counted>,,cpu_atom/LLC-misses/u,0,0.00,,
147,,cpu_core/LLC-misses/u,28708036,100.00,23.15,of all LL-cache accesses
../data/Freescale2.mtx,2,dynamic,100
./spmv_benchmark: Interrupt
80968499,,cpu_atom/L1-dcache-loads/u,10997136,38.00,,
124845216,,cpu_core/L1-dcache-loads/u,17675032,61.00,,
<not supported>,,cpu_atom/L1-dcache-load-misses/u,0,100.00,,
4568,,cpu_core/L1-dcache-load-misses/u,17675032,61.00,0.00,of all L1-dcache accesses
2502,,cpu_atom/LLC-loads/u,10997136,38.00,,
400,,cpu_core/LLC-loads/u,17675032,61.00,,
0,,cpu_atom/LLC-misses/u,10997136,38.00,,
35,,cpu_core/LLC-misses/u,17675032,61.00,8.75,of all LL-cache accesses
./spmv_benchmark: Interrupt
<not counted>,,cpu_atom/L1-dcache-loads/u,0,0.00,,
133361332,,cpu_core/L1-dcache-loads/u,30216407,100.00,,
<not supported>,,cpu_atom/L1-dcache-load-misses/u,0,100.00,,
7398,,cpu_core/L1-dcache-load-misses/u,30216407,100.00,0.01,of all L1-dcache accesses
<not counted>,,cpu_atom/LLC-loads/u,0,0.00,,
630,,cpu_core/LLC-loads/u,30216407,100.00,,
<not counted>,,cpu_atom/LLC-misses/u,0,0.00,,
129,,cpu_core/LLC-misses/u,30216407,100.00,20.48,of all LL-cache accesses
./spmv_benchmark: Interrupt
40115048,,cpu_atom/L1-dcache-loads/u,2678670,8.00,,
129551961,,cpu_core/L1-dcache-loads/u,27495031,91.00,,
<not supported>,,cpu_atom/L1-dcache-load-misses/u,0,100.00,,
6344,,cpu_core/L1-dcache-load-misses/u,27495031,91.00,0.00,of all L1-dcache accesses
8527,,cpu_atom/LLC-loads/u,2678670,8.00,,
289,,cpu_core/LLC-loads/u,27495031,91.00,,
0,,cpu_atom/LLC-misses/u,2678670,8.00,,
15,,cpu_core/LLC-misses/u,27495031,91.00,5.19,of all LL-cache accesses
./spmv_benchmark: Interrupt
285986,,cpu_atom/L1-dcache-loads/u,143960,0.00,,
137043586,,cpu_core/L1-dcache-loads/u,30881324,99.00,,
<not supported>,,cpu_atom/L1-dcache-load-misses/u,0,100.00,,
7761,,cpu_core/L1-dcache-load-misses/u,30881324,99.00,0.01,of all L1-dcache accesses
1293,,cpu_atom/LLC-loads/u,143960,0.00,,
838,,cpu_core/LLC-loads/u,30881324,99.00,,
0,,cpu_atom/LLC-misses/u,143960,0.00,,
256,,cpu_core/LLC-misses/u,30881324,99.00,30.55,of all LL-cache accesses
./spmv_benchmark: Interrupt
<not counted>,,cpu_atom/L1-dcache-loads/u,0,0.00,,
134556674,,cpu_core/L1-dcache-loads/u,31574029,100.00,,
<not supported>,,cpu_atom/L1-dcache-load-misses/u,0,100.00,,
7776,,cpu_core/L1-dcache-load-misses/u,31574029,100.00,0.01,of all L1-dcache accesses
<not counted>,,cpu_atom/LLC-loads/u,0,0.00,,
